gene_id,summary
84142,"This gene encodes a protein that binds to the C-terminal repeats of breast cancer 1 (BRCA1) through a phospho-SXXF motif. The encoded protein recruits ubiquitin interaction motif containing 1 protein to BRCA1 protein and is required for DNA damage resistance, DNA repair, and cell cycle checkpoint control. Pseudogenes of this gene are found on chromosomes 3 and 8. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2016]"
80325,"This gene encodes a protein with an ankyrin repeat region and two BTB/POZ domains, which are thought to be involved in protein-protein interactions. Expression of this gene is activated by the phosphatase and tensin homolog, a tumor suppressor. Alternate splicing results in three transcript variants. [provided by RefSeq, Mar 2010]"
30,"This gene encodes an enzyme operative in the beta-oxidation system of the peroxisomes. Deficiency of this enzyme leads to pseudo-Zellweger syndrome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2008]"
31,"Acetyl-CoA carboxylase (ACC) is a complex multifunctional enzyme system. ACC is a biotin-containing enzyme which catalyzes the carboxylation of acetyl-CoA to malonyl-CoA, the rate-limiting step in fatty acid synthesis. There are two ACC forms, alpha and beta, encoded by two different genes. ACC-alpha is highly enriched in lipogenic tissues. The enzyme is under long term control at the transcriptional and translational levels and under short term regulation by the phosphorylation/dephosphorylation of targeted serine residues and by allosteric transformation by citrate or palmitoyl-CoA. Multiple alternatively spliced transcript variants divergent in the 5' sequence and encoding distinct isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
32," Acetyl-CoA carboxylase (ACC) is a complex multifunctional enzyme system. ACC is a biotin-containing enzyme which catalyzes the carboxylation of acetyl-CoA to malonyl-CoA, the rate-limiting step in fatty acid synthesis.  ACC-beta is thought to control fatty acid oxidation by means of the ability of malonyl-CoA to inhibit carnitine-palmitoyl-CoA transferase I, the rate-limiting step in fatty acid uptake and oxidation by mitochondria.  ACC-beta may be involved in the regulation of fatty acid oxidation, rather than fatty acid biosynthesis.  There is evidence for the presence of two ACC-beta isoforms. [provided by RefSeq, Jul 2008]"
84129,"This gene encodes an acyl-CoA dehydrogenase enzyme with a preference for carbon chain lengths between 20 and 26. Naturally occurring read-through transcription occurs between the upstream gene NPHP3 (nephronophthisis 3 (adolescent)) and this gene. [provided by RefSeq, Aug 2015]"
27034,"This gene encodes a member of the acyl-CoA dehydrogenase family of enzymes that catalyze the dehydrogenation of acyl-CoA derivatives in the metabolism of fatty acids or branch chained amino acids. The encoded protein is a mitochondrial enzyme that functions in catabolism of the branched-chain amino acid valine. Defects in this gene are the cause of isobutyryl-CoA dehydrogenase deficiency.[provided by RefSeq, Nov 2009]"
28976,"This gene encodes a member of the acyl-CoA dehydrogenase family. Members of this family of proteins localize to the mitochondria and catalyze the rate-limiting step in the beta-oxidation of fatty acyl-CoA. The encoded protein is specifically active toward palmitoyl-CoA and long-chain unsaturated substrates. Mutations in this gene cause acyl-CoA dehydrogenase family member type 9 deficiency. Alternate splicing results in multiple transcript variants.[provided by RefSeq, Mar 2010]"
33,"The protein encoded by this gene belongs to the acyl-CoA dehydrogenase family, which is a family of mitochondrial flavoenzymes involved in fatty acid and branched chain amino-acid metabolism. This protein is one of the four enzymes that catalyze the initial step of mitochondrial beta-oxidation of straight-chain fatty acid. Defects in this gene are the cause of long-chain acyl-CoA dehydrogenase (LCAD) deficiency, leading to nonketotic hypoglycemia. [provided by RefSeq, Jul 2008]"
34,"This gene encodes the medium-chain specific (C4 to C12 straight chain) acyl-Coenzyme A dehydrogenase. The homotetramer enzyme catalyzes the initial step of the mitochondrial fatty acid beta-oxidation pathway. Defects in this gene cause medium-chain acyl-CoA dehydrogenase deficiency, a disease characterized by hepatic dysfunction, fasting hypoglycemia, and encephalopathy, which can result in infantile death. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
35,"This gene encodes a tetrameric mitochondrial flavoprotein, which is a member of the acyl-CoA dehydrogenase family. This enzyme catalyzes the initial step of the mitochondrial fatty acid beta-oxidation pathway. Mutations in this gene have been associated with short-chain acyl-CoA dehydrogenase (SCAD) deficiency. Alternative splicing results in two variants which encode different isoforms. [provided by RefSeq, Oct 2014]"
36,"Short/branched chain acyl-CoA dehydrogenase(ACADSB) is a member of the acyl-CoA dehydrogenase family of enzymes that catalyze the dehydrogenation of acyl-CoA derivatives in the metabolism of fatty acids or branch chained amino acids. Substrate specificity is the primary characteristic used to define members of this gene family. The ACADSB gene product has the greatest activity towards the short branched chain acyl-CoA derivative, (S)-2-methylbutyryl-CoA, but also reacts significantly with other 2-methyl branched chain substrates and with short straight chain acyl-CoAs. The cDNA encodes for a mitochondrial precursor protein which is cleaved upon mitochondrial import and predicted to yield a mature peptide of approximately 43.7-KDa. [provided by RefSeq, Jul 2008]"
37,"The protein encoded by this gene is targeted to the inner mitochondrial membrane where it catalyzes the first step of the mitochondrial fatty acid beta-oxidation pathway. This acyl-Coenzyme A dehydrogenase is specific to long-chain and very-long-chain fatty acids. A deficiency in this gene product reduces myocardial fatty acid beta-oxidation and is associated with cardiomyopathy. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]"
176,"This gene is a member of the aggrecan/versican proteoglycan family. The encoded protein is an integral part of the extracellular matrix in cartilagenous tissue and it withstands compression in cartilage. Mutations in this gene may be involved in skeletal dysplasia and spinal degeneration. Multiple alternatively spliced transcript variants that encode different protein isoforms have been observed in this gene. [provided by RefSeq, Jul 2008]"
